Brand,Model,Year,image_file,Total megapixels,Max_Exposure_Comp,Normal_Focus_cm,Battery,Sensor resolution,Crop factor,Sensor type,Dimensions,Max aperture,Min_Aperture_F,Min_Shutter_Speed_Sec,White balance presets,Macro_Focus_cm,Optical zoom,USB,Weight_g,Max. aperture (35mm equiv.),Focal length (35mm equiv.),Also known as,Aperture priority,Max. image resolution,Max_Shutter_Speed_Sec,Storage types,Effective megapixels,Megapixels,Max. video resolution,Screen_Size_in,Metering,Digital zoom,Shutter priority,Sensor size,Viewfinder,Screen_Res_Dots,Max_ISO,Dim_L,Dim_W,Dim_H,Supports_4K,Portability_Score,Aperture_Value,LowLight_Score,Video_Score
Pentax,WG-90,2023,data/images/pentax_ricoh-wg-90.jpg,,2,50,D-LI92 lithium-ion battery,4612 x 3468,5.62,CMOS,122.5 x 61.5 x 29.5 mm,f3.5 - f5.5,3.5,4,6,1,5x,USB 2.0 (480 Mbit/sec),194,f19.7 - f30.9,28 - 140 mm,,No,4608 x 3456,0.00025,SD/SDHC/SDXC,,16,1920x1080 (30p),2.7,"Multi, Center-weighted, Spot",Yes,No,"1/2.3"" (~ 6.16 x 4.62 mm)",,230000,6400,122.5,61.5,29.5,FALSE,43.20412716,0.285714286,59.98466258,24.25264919
Sony,a7C II,2023,data/images/sony_a7c-ii.jpg,33,5,,NP-FZ100 lithium-ion battery,7152 x 4768,1,CMOS,124 x 71.1 x 63.4  mm,,,30,7,,,USB 3.0 (5 GBit/sec),514,,,,Yes,7008 x 4672,0.000125,SD/SDHC/SDXC (UHS-II),34.1,,3840x2160 (60/50/30p/�?5p/�?4p),3,Evaluative,Yes,Yes,35.9 x 23.9 mm,Electronic,1036800,204800,124,71.1,63.4,TRUE,20,,71.85443391,68.49832683
Sony,ZV-1 Mark II,2023,data/images/sony_zv-1-mark-ii.jpg,21,3,5,NP-BX1 lithium-ion battery,5492 x 3661,2.73,CMOS,105.5 x 60 x 46.7 mm,f1.8 - f4,1.8,,9,,2.7x,USB 2.0 (480 Mbit/sec),292,f4.9 - f10.9,18 - 50 mm,,Yes,5472 x 3648,3.13E-05,SD/SDHC/SDXC/Memory Stick Duo,20.1,,3840x2160 (30p/25p/24p),3,"Multi, Center-weighted, Spot",Yes,Yes,13.2 x 8.8 mm,,921600,80,105.5,60,46.7,TRUE,28.88176241,0.555555556,52.68404908,67.08031233
Sony,ZV-E1,2023,data/images/sony_zv-e1.jpg,,5,,NP-FZ100 lithium-ion battery,4260 x 2840,1.01,CMOS,121 x 71.9 x 54.3 mm,,,30,7,,,USB 3.2 (10 GBit/sec),483,,,,Yes,4240 x 2832,0.000125,SD/SDHC/SDXC (UHS-II),,12.1,3840x2160 (60p/50p/30p/25p/24p),3,"Multi, Center-weighted, Highlight-weighted, Spot",Yes,Yes,35.6 x 23.8 mm,,1036800,409600,121,71.9,54.3,TRUE,20,,71.81121026,68.49832683
Sony,a7CR,2023,data/images/sony_a7cr.jpg,62.5,5,,NP-FZ100 lithium-ion battery,9566 x 6377,1.01,CMOS,124 x 71.1 x 63.4 mm,,,30,9,,,USB 3.0 (5 GBit/sec),515,,,,Yes,9504 x 6336,0.000125,SD/SDHC/SDXC (UHS-II),61,,3840x2160 (60/50/30/25/24),3,"Multi, Center-weighted, Highlight-weighted, Average, Spot",Yes,Yes,35.7 x 23.8 mm,Electronic,1036800,102400,124,71.1,63.4,TRUE,20,,71.06525376,68.49832683
Sony,a9 III,2023,data/images/sony_a9-iii.jpg,25.2,5,,NP-FZ100 Rechargeable Lithium-Ion battery,6075 x 4050,1.01,CMOS,136.1 x 96.9 x 82.9 mm,,,30,,,,USB 3.2 (10 GBit/sec),702,,,,Yes,6000 x 4000,1.25E-05,CFexpress Type A / SD (UHS-II),24.6,,3840x2160 (120p/100/60p/50p/30p/�?5p/�?4p),3.2,Evaluative,,Yes,35.6 x 23.8 mm,Electronic,2095104,51200,136.1,96.9,82.9,TRUE,20,,70.34021194,71.55605131
Sony,a6700,2023,data/images/sony_a6700.jpg,27,5,,NP-FZ100 Rechargeable Lithium-Ion battery,6203 x 4191,1.56,CMOS,122 x 69 x 75.1 mm,,,30,10,,,USB 3.0 (5 GBit/sec),493,,,,Yes,6192 x 4128,0.00025,SD/SDHC/SDXC (UHS-II),26,,3840x2160 (120p/100/60p/50p/30p/�?5p/�?4p),3,"Multi, Center-weighted, Highlight-weighted, Spot",,Yes,23 x 15.5 mm,Electronic,1036800,102400,122,69,75.1,TRUE,20,,69.79364194,71.22559955
Canon,EOS R5 Mark II,2024,data/images/canon_eos-r5-mark-ii.jpg,50.3,3,,LP-E6P lithium-ion battery,8216 x 5477,1,CMOS,138.5 x 101.2 x 93.5 mm,,,30,8,,,USB 3.2 (10 GBit/sec),746,,,,Yes,8192 x 5464,0.000125,"SD/SDHC/SDXC, CFexpress Type B",45,,8192x4320 (60/50/30p/�?5p/24p),3.2,"Multi, Center-weighted, Spot, Partial",,Yes,36 x 24 mm,Electronic,2100000,102400,138.5,101.2,93.5,FALSE,20,,71.3803681,33.14974902
Canon,EOS R1,2024,data/images/canon_eos-r1.jpg,26.7,3,,LP-E19 Lithium-Ion battery,6026 x 4017,1,CMOS,157.6 x 149.5 x 87.3 mm,,,30,6,,,USB 3.2 (10 GBit/sec),1115,,,,Yes,6000 x 4000,0.000125,CFexpress Type B (CFexpress 2.0),24.2,,6000x3164 (60/50/30p/�?5p/24p),3.2,"Multi, Center-weighted, Spot, Partial",,Yes,36 x 24 mm,Electronic,2100000,409600,157.6,149.5,87.3,FALSE,20,,72.1263246,33.14974902
Fujifilm,X100VI,2024,data/images/fujifilm_x100vi.jpg,,5,,NP-W126S Lithium-Ion battery,7766 x 5177,1.53,CMOS,128 x 74.8 x 55.3 mm,f2,2,30,7,10,,USB 3.2 (10 GBit/sec),521,f3.1,35 mm,,Yes,7728 x 5152,5.56E-06,SD/SDHC/SDXC,,40.2,6240x3510 (30p/�?5p/�?4p),3,"Multi, Center-weighted, Average, Spot",,Yes,23.5 x 15.7 mm,Electronic and Optical (tunnel),1620000,51200,128,74.8,55.3,FALSE,20,0.5,96.18516453,26.88371445
Fujifilm,X-T50,2024,data/images/fujifilm_x-t50.jpg,,5,,NP-W126S Lithium-Ion battery,7766 x 5177,1.53,CMOS,123.8 x 84 x 48.8 mm,,,30,7,,,USB 3.2 (10 GBit/sec),438,,,,Yes,7728 x 5152,5.56E-06,SD/SDHC/SDXC (UHS-II),,40.2,6240x3510 (30p/�?5p/�?4p),3,"Multi, Center-weighted, Average, Spot",,Yes,23.5 x 15.7 mm,Electronic,1840000,51200,123.8,84,48.8,FALSE,20,,69.60680424,26.88371445
Leica,SL3,2024,data/images/leica_sl3.jpg,62.39,3,,BP-SCL6 Lithium-Ion battery,9510 x 6340,1,CMOS,141.2 x 108 x 84.6 mm,,,3600,8,,,USB 3.0 (5 GBit/sec),769,,,,Yes,9520 x 6336,0.000125,"SD/SDHC/SDXC (UHS-II), CFexpress Type B",60.3,,8192x4320 (�?0p/�?5p/�?4p),3.2,"Multi, Center-weighted, Highlight-weighted, Spot",,Yes,36 x 24 mm,Electronic,2332800,100000,141.2,108,84.6,FALSE,20,,71.08059119,33.14974902
Leica,D-Lux 8,2024,data/images/leica_d-lux-8.jpg,21.77,3,50,BP-DC15 Lithium-Ion battery,4755 x 3575,2,CMOS,130 x 69 x 62 mm,f1.7 - f2.8,1.7,60,5,3,3.1x,USB 3.0 (5 GBit/sec),397,f3.4 - f5.6,24 - 75 mm,,Yes,4736 x 3552,6.25E-05,SD/SDHC/SDXC (UHS-II),17,,3840x2160 (30p/24p),3,"Multi, Center-weighted, Spot",Yes,Yes,Four Thirds (17.3 x 13 mm),Electronic,1843200,100,130,69,62,TRUE,20,0.588235294,54.56079197,67.43586168
Nikon,Z6 III,2024,data/images/nikon_z6-iii.jpg,26.79,5,,EN-EL15c Li-ion battery,6062 x 4041,1,CMOS,138.5 x 101.5 x 74 mm,,,900,7,,,USB 3.0 (5 GBit/sec),670,,,,Yes,6048 x 4032,0.000125,"SD/SDHC/SDXC, CFexpress Type B / XQD",24.5,,6048x3402 (60p/50p/30p/25p/24p),3.2,"Multi, Center-weighted, Highlight-weighted, Spot",Yes,Yes,35.9 x 23.9 mm,Electronic,2100000,204800,138.5,101.5,74,FALSE,20,,71.85443391,33.14974902
Olympus,OM System OM-1 Mark II,2024,data/images/olympus_om-system-om-1-mark-ii.jpg,22.9,5,,BLX-1 Lithium-Ion battery,5208 x 3916,2,CMOS,138.8 x 91.6 x 72.7 mm,,,60,6,,,USB 3.0 (5 GBit/sec),599,,,,Yes,5184 x 3888,3.13E-05,SD/SDHC/SDXC (UHS-II),20.4,,4096x2160 (60p/�?0p/�?0p/�?5p/�?4p),3,"Multi, Center-weighted, Highlight, Spot",,Yes,Four Thirds (17.3 x 13 mm),Electronic,1620000,102400,138.8,91.6,72.7,TRUE,20,,69.15504741,67.08031233
Panasonic,Lumix DC-FZ80D,2024,data/images/panasonic_lumix-dc-fz80d.jpg,18.9,5,30,Rechargeable Lithium-Ion battery pack,4906 x 3689,5.62,CMOS,130.2 x 94.3 x 125.2 mm,f2.8 - f5.9,2.8,4,5,1,60x,USB 2.0 (480 Mbit/sec),640,f15.7 - f33.2,20 - 1200 mm,"Lumix DC-FZ82D,Lumix DC-FZ85D",Yes,4896 x 3672,0.0005,SD/SDHC/SDXC,18.1,,3840x2160 (30p),3,"Multi, Center-weighted, Spot",Yes,Yes,"1/2.3"" (~ 6.16 x 4.62 mm)",Electronic,1840000,6400,130.2,94.3,125.2,TRUE,20,0.357142857,73.65030675,79.55800335
Panasonic,Lumix DC-GH7,2024,data/images/panasonic_lumix-dc-gh7.jpg,26.5,5,,DMW-BLK22 Rechargeable Lithium-Ion battery,5789 x 4353,2,CMOS,138.4 x 100.3 x 99.6 mm,,,60,6,,,USB 3.2 (10 GBit/sec),805,,,,Yes,5776 x 4336,3.13E-05,"SD/SDHC/SDXC, CFexpress",25.2,,5760x4320 (30p/�?5p/�?4p),3,"Multi, Center-weighted, Highlight-weighted, Spot",Yes,Yes,Four Thirds (17.3 x 13 mm),Electronic,1840000,50,138.4,100.3,99.6,FALSE,20,,25.75013943,27.08031233
Panasonic,Lumix S9,2024,data/images/panasonic_lumix-s9.jpg,25.3,5,,DMW-BLK22 Lithium-Ion battery,6026 x 4017,1.01,CMOS,126 x 73.9 x 46.7 mm,,,60,7,,,USB 3.2 (10 GBit/sec),486,,,,Yes,6000 x 4000,0.000125,SD/SDHC/SDXC (UHS-II),24.2,,5952x3968 (30p/25p/24p),3,"Multi, Center-weighted, Highlight-weighted, Spot",,Yes,35.6 x 23.8 mm,,1840000,204800,126,73.9,46.7,FALSE,20,,71.53931958,28.49832683
Pentax,WG-8,2024,data/images/pentax_wg-8.jpg,,2,50,DB-110 lithium-ion battery,5158 x 3878,5.62,CMOS,118.2 x 65.5 x 33.1 mm,f3.5 - f5.5,3.5,4,9,1,5x,USB 3.0 (5 GBit/sec),242,f19.7 - f30.9,28 - 140 mm,,No,5184 x 3888,0.00025,SD/SDHC/SDXC,,20,3840x2160 (30p),3,"Multi, Center-weighted, Spot",Yes,No,"1/2.3"" (~ 6.16 x 4.62 mm)",,1040000,6400,118.2,65.5,33.1,TRUE,34.30842164,0.285714286,59.98466258,71.22559955
Ricoh,G900 II,2024,data/images/ricoh_g900-ii.jpg,,2,50,DB-110 lithium-ion battery,5158 x 3878,5.62,CMOS,118.2 x 65.5 x 33.1 mm,f3.5 - f5.5,3.5,0.25,9,1,5x,USB 3.0 (5 GBit/sec),242,f19.7 - f30.9,28 - 140 mm,,No,5184 x 3888,0.00025,SD/SDHC/SDXC,,20,3840x2160 (30p),3,"Multi, Center-weighted, Spot",Yes,No,"1/2.3"" (~ 6.16 x 4.62 mm)",,1040000,25600,118.2,65.5,33.1,TRUE,34.30842164,0.285714286,65.26213051,71.22559955
Sony,ZV-E10 II,2024,data/images/sony_zv-e10-ii.jpg,27,5,,NP-FZ100 Lithium-Ion battery,6245 x 4163,1.55,CMOS,114.8 x 67.5 x 54.2 mm,,,30,10,,,USB 3.2 (10 GBit/sec),292,,,,Yes,6192 x 4128,0.000125,SD (UHS-I/II compliant),26,,3840x2160 (60p/50p/30p/�?5p/�?4p),3,"Multi, Center-weighted, Highlight-weighted, Spot",Yes,Yes,23.3 x 15.5 mm,,1036800,102400,114.8,67.5,54.2,TRUE,26.21583938,,69.82710541,68.49832683
